episode_id,name,role_detail,role_group_normalized
Se7en_End,SHAWN GOLDSTEIN,Electric,Camera and Electrical Department
Se7en_End,MIKE ADLER,Electric,Camera and Electrical Department
Se7en_End,EDDIE MALONEY,Best Boy Gaffer,Camera and Electrical Department
Se7en_End,CLAUDIO MIRANDA,Gaffer,Camera and Electrical Department
Se7en_End,TOMMY RUFFNER,2nd Dolly Grip,Camera and Electrical Department
Se7en_End,MARK MYERS,Dolly Grip,Camera and Electrical Department
Se7en_End,TOM GIBSON,Best Boy Grip,Camera and Electrical Department
Se7en_End,MIKE POPOVICH,Key Grip,Camera and Electrical Department
Se7en_End,DON MORGAN,Aerial Cameraman,Camera and Electrical Department
Se7en_End,CHUCK TAMBURO,Aerial Coordinator,Camera and Electrical Department
Se7en_End,DENNIS ALPERT,Precision Driver Coordinator,Additional Crew
Se7en_End,CHARLES PICERNI JR.,Stunt Coordination,Stunts
Se7en_End,MICHAEL KELEM,Gyrosphere Operator,Camera and Electrical Department
Se7en_End,BRENT BEAL,6 Camera Second Assistant,Camera and Electrical Department
Se7en_End,TVT Records,Soundtrack Album Available on TVT Records,Miscellaneous Companies
Se7en_End,LEE TUCKER,Preview Technical Supervisor,Additional Crew
Se7en_End,KONA CUTTING,Negative Cutting,Additional Crew
Se7en_End,GARY BURRITT,Negative Cutting,Additional Crew
Se7en_End,DELUXE TORONTO,Prints by,Miscellaneous Companies
Se7en_End,DELUXE LOS ANGELES,Color by,Miscellaneous Companies
Se7en_End,DALE CALDWELL,Color Timer,Additional Crew
Se7en_End,YVON LUCAS,Special Color Consultant,Additional Crew
Se7en_End,BUZ KRAMER,Craft Service,Additional Crew
Se7en_End,ALEX BARNOYA,First Aid,Additional Crew
Se7en_End,AL KAMINSKY,Transportation Coordinator,Transportation Department
Se7en_End,MICHAEL CHARBONNET,Wescam Technician,Camera and Electrical Department
Se7en_End,STAN MCCLAIN,Wescam Operator,Camera and Electrical Department
Se7en_End,"WESCAM, INC.",Wescam Provided by,Miscellaneous Companies
Se7en_End,Polygram,A Division of Polygram,Miscellaneous Companies
Se7en_End,The Decca Record Company Ltd.,Courtesy of The Decca Record Company Ltd.,Miscellaneous Companies
Se7en_End,Stuttgarter Kammerorchester,Performed by Stuttgarter Kammerorchester/Karl Munchinger,Music Department
Se7en_End,Karl Munchinger,Performed by Stuttgarter Kammerorchester/Karl Munchinger,Music Department
Se7en_End,J.S. Bach,Written by J.S. Bach,Composers
Se7en_End,Discos Dos Coronas,Courtesy of Discos Dos Coronas,Miscellaneous Companies
Se7en_End,El Mariachi Tepalcatepec,Performed by El Mariachi Tepalcatepec,Music Department
Se7en_End,Demetrio Farias,Written by Demetrio Farias,Composers
Se7en_End,Warner Special Products,By arrangement with Warner Special Products and TVT Records,Miscellaneous Companies
Se7en_End,Nothing Records,Courtesy of Nothing/TVT/Interescope Records,Miscellaneous Companies
Se7en_End,Interescope Records,Courtesy of Nothing/TVT/Interescope Records,Miscellaneous Companies
Se7en_End,Trent Reznor,Written by Trent Reznor,Composers
Se7en_End,Nine Inch Nails,Performed by Nine Inch Nails,Music Department
Se7en_End,J. Leach,Written by J. Leach and G. Fenton,Composers
Se7en_End,G. Fenton,Written by J. Leach and G. Fenton,Composers
Se7en_End,Charlie Parker,Written by Charlie Parker,Composers
Se7en_End,Charlie Parker,Performed by Charlie Parker,Music Department
Se7en_End,Thelonious Monk,Written by Thelonious Monk,Composers
Se7en_End,Thelonious Monk,Performed by Thelonious Monk,Music Department
Se7en_End,Marvin Gaye,Performed by Marvin Gaye,Music Department
Se7en_End,Marvin Gaye,Written by Marvin Gaye,Composers
Se7en_End,Dorcas Cochran,"Written by Dorcas Cochran, Kay Twomey, Ben Weisman, Fred Wise",Composers
Se7en_End,Kay Twomey,"Written by Dorcas Cochran, Kay Twomey, Ben Weisman, Fred Wise",Composers
Se7en_End,Ben Weisman,"Written by Dorcas Cochran, Kay Twomey, Ben Weisman, Fred Wise",Composers
Se7en_End,Fred Wise,"Written by Dorcas Cochran, Kay Twomey, Ben Weisman, Fred Wise",Composers
Se7en_End,Ren Klyce,Written and Performed by Ren Klyce and Steve Boeddeker,Composers
Se7en_End,Steve Boeddeker,Written and Performed by Ren Klyce and Steve Boeddeker,Composers
Se7en_End,The Statler Brothers,Performed by The Statler Brothers,Music Department
Se7en_End,Billie Holiday,Performed by Billie Holiday,Music Department
Se7en_End,John W. Green,Written by John W. Green and Edward Heyman,Composers
Se7en_End,Edward Heyman,Written by John W. Green and Edward Heyman,Composers
Se7en_End,Haircut 100,Performed by Haircut 100,Music Department
Se7en_End,Nick Heyward,Written by Nick Heyward,Composers
Se7en_End,David Bowie,Performed by David Bowie,Music Department
Se7en_End,Erdal Kizilcay,Performed by Erdal Kizilcay,Music Department
Se7en_End,Sterling Campbell,Performed by Sterling Campbell,Music Department
Se7en_End,David Bowie,"Written by David Bowie, Brian Eno, Reeves Gabrels, Mike Garson",Composers
Se7en_End,Brian Eno,"Written by David Bowie, Brian Eno, Reeves Gabrels, Mike Garson",Composers
Se7en_End,Reeves Gabrels,"Written by David Bowie, Brian Eno, Reeves Gabrels, Mike Garson",Composers
Se7en_End,Mike Garson,"Written by David Bowie, Brian Eno, Reeves Gabrels, Mike Garson",Composers
Se7en_End,Gloria Lynne,Performed by Gloria Lynne,Music Department
Se7en_End,Jimmy Radcliffe,Written by Jimmy Radcliffe and Buddy Scott,Composers
Se7en_End,Buddy Scott,Written by Jimmy Radcliffe and Buddy Scott,Composers
Se7en_End,Gravity Kills,Performed by Gravity Kills,Music Department
Se7en_End,Gravity Kills,Written by Gravity Kills,Composers
Se7en_End,REED REFERENCE,REED REFERENCE PUBLISHING,Miscellaneous Companies
Se7en_End,GARY ARCHER,GOLD TOOTH,Miscellaneous Companies
Se7en_End,CONDE NAST,CONDE NAST PUBLICATIONS INC.,Miscellaneous Companies
Se7en_End,CAR FRESHNER@CORPORATION,,Miscellaneous Companies
Se7en_End,BEKINS MOVING & STORAGE CO.,,Miscellaneous Companies
Se7en_End,ANGUS WALL,ROCK PAPER SCISSORS,Miscellaneous Companies
Se7en_End,"JOHN A. MALM, JR.",,Miscellaneous Companies
Se7en_End,JACK SILBERG,,Miscellaneous Companies
Se7en_End,PHOTO IMPACT,PHOTO IMPACT,Miscellaneous Companies
Se7en_End,VINCE LANDAY,PH.D.,Miscellaneous Companies
Se7en_End,RUFUS BURNHAM,,Miscellaneous Companies
Se7en_End,CEAN CHAFFIN,,Miscellaneous Companies
Se7en_End,SPECIAL THANKS TO,SPECIAL THANKS TO,Thanks
Se7en_Opening,New Line Cinema,presents,Production Companies
Se7en_Opening,Arnold Kopelson,PRODUCTION,Producers
Se7en_Opening,David Fincher,A FILM BY,Directors
Se7en_Opening,Brad,,Cast
Se7en_Opening,Pitt,,Cast
Se7en_Opening,Morgan Freeman,,Cast
Se7en_Opening,Gwyneth Paltrow,,Cast
Se7en_Opening,Richard Roundtree,,Cast
Se7en_Opening,R. Lee Ermey,,Cast
Se7en_Opening,John C. McGinley,,Cast
Se7en_Opening,Julie Araskog,,Cast
Se7en_Opening,Mark Boone Junior,,Cast
Se7en_Opening,John Cassini,,Cast
Se7en_Opening,Reginald E. Cathey,,Cast
Se7en_Opening,Peter Crombie,,Cast
Se7en_Opening,Hawthorne James,,Cast
Se7en_Opening,Michael Massee,,Cast
Se7en_Opening,Leland Orser,,Cast
Se7en_Opening,Richard Portnow,,Cast
Se7en_Opening,Richard Schiff,,Cast
Se7en_Opening,Pamala Tyson,,Cast
Se7en_Opening,Billy Hopkins,Casting by,Casting Directors
Se7en_Opening,Suzanne Smith,Casting by,Casting Directors
Se7en_Opening,Kerry Borden,Casting by,Casting Directors
Se7en_Opening,Howard Shore,Music by,Composers
Se7en_Opening,Michael Kaplan,Costumes Designed by,Costume Designers
Se7en_Opening,Richard Francis-Bruce,Edited by,Editors
Se7en_Opening,Arthur Max,Production Designed by,Production Designers
Se7en_Opening,Darius Khondji,Director of Photography,Cinematographers
Se7en_Opening,Stephen Brown,Co-Executive Producer,Producers
Se7en_Opening,Nana Greenwald,Co-Executive Producer,Producers
Se7en_Opening,Sanford Panitch,Co-Executive Producer,Producers
Se7en_Opening,Lynn Harris,Co-Executive Producer,Producers
Se7en_Opening,Richard Saperstein,Co-Executive Producer,Producers
Se7en_Opening,Gianni Nunnari,Executive Producers,Producers
Se7en_Opening,Dan Kolsrud,Executive Producers,Producers
Se7en_Opening,Anne Kapelson,Executive Producers,Producers
Se7en_Opening,Andrew Kevin Walker,Written by,Writers
Se7en_Opening,Phyllis Carlyle,Produced by,Producers
The_World_At_War_S01E03_End,ALAN AFRIAT,Film Editor,Editors
The_World_At_War_S01E03_End,JOHN ROWE,Film Research,Additional Crew
The_World_At_War_S01E03_End,Isobel Hinshelwood,Stills Research,Additional Crew
The_World_At_War_S01E03_End,Ian Kestle,Graphics,Art Department
The_World_At_War_S01E03_End,ISOBEL HINSHELWOOD,Stills Research,Additional Crew
The_World_At_War_S01E03_End,IAN KESTLE,Graphics,Art Department
The_World_At_War_S01E03_End,FREDDIE SLADE,Dubbing Mixer,Sound Department
The_World_At_War_S01E03_End,CARL DAVIS,Music,Composers
The_World_At_War_S01E03_End,ROGER CHINERY,Laboratory Liaison,Additional Crew
The_World_At_War_S01E03_End,JEROME KUEHL,Script Associate,Additional Crew
The_World_At_War_S01E03_End,LIZ SUTHERLAND,Unit Manager,Production Managers
The_World_At_War_S01E03_End,NOBLE FRANKLAND,Historical Adviser,Additional Crew
The_World_At_War_S01E03_End,Noble Frankland,Historical Adviser,Additional Crew
The_World_At_War_S01E03_End,BUNDESARCHIV-KOBLENZ,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,E.C.P.A. FRANCE,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,E.M.I. PATHE,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,MOVIETONE,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,PATHE CINEMA,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,VISNEWS,Archive Sources,Miscellaneous Companies
The_World_At_War_S01E03_End,HUMPHRIES LABORATORIES,Processing,Miscellaneous Companies
The_World_At_War_S01E03_End,THE IMPERIAL WAR MUSEUM,In cooperation with,Miscellaneous Companies
The_World_At_War_S01E03_End,Jeremy Isaacs,Produced by,Producers
The_World_At_War_S01E03_Opening,LAPETER BATTYER,Written & Produced by,Writers
The_World_At_War_S01E03_Opening,LA,,Cast
The_World_At_War_S01E03_Opening,R,,Cast
Twin_Peaks_S01E03_End,MARK FROST,Executive Producers,Producers
Twin_Peaks_S01E03_End,DAVID LYNCH,Executive Producers,Producers
Twin_Peaks_S01E03_End,PHILIP NEEL,Associate Producer,Producers
Twin_Peaks_S01E03_End,FRANK BYERS,Director of Photography,Cinematographers
Twin_Peaks_S01E03_End,RICHARD HOOVER,Production Designer,Production Designers
Twin_Peaks_S01E03_End,JONATHAN P. SHAW,Editor,Editors
Twin_Peaks_S01E03_End,JOHANNA RAY,Original & Series Casting by,Casting Directors
Twin_Peaks_S01E03_End,RON GARCIA,Director of Photography,Cinematographers
Twin_Peaks_S01E03_End,PATRICIA NORRIS,Production Designer & Costume Designer,Production Designers
Twin_Peaks_S01E03_End,MICHAEL J. ANDERSON,Man From Another Place,Cast
Twin_Peaks_S01E03_End,ROBERT BAUER,Johnny Horne,Cast
Twin_Peaks_S01E03_End,KIM LENTZ,Bartender,Cast
Twin_Peaks_S01E03_End,FRANK SILVA,Killer Bob,Cast
Twin_Peaks_S01E03_End,CHARLIE SPRADLING,Swabbie,Cast
Twin_Peaks_S01E03_End,AL STROBEL,One-Armed Man,Cast
Twin_Peaks_S01E03_End,GREGG FIENBERG,Production Manager,Production Managers
Twin_Peaks_S01E03_End,ROBERT D. SIMON,Unit Production Manager,Production Managers
Twin_Peaks_S01E03_End,SCOTT CAMERON,1st Assistant Director,Second Unit Directors or Assistant Directors
Twin_Peaks_S01E03_End,CHRISTOPHER T. GERRITY,2nd Assistant Director,Second Unit Directors or Assistant Directors
Twin_Peaks_S01E03_End,DEEPAK NAYAR,2nd Assistant Director,Second Unit Directors or Assistant Directors
Twin_Peaks_S01E03_End,TIM HARBERT,Production Supervisor,Production Managers
Twin_Peaks_S01E03_End,RUDY FENENGA JR.,1st Assistant Camera,Camera and Electrical Department
Twin_Peaks_S01E03_End,BETH COTTER,2nd Assistant Camera,Camera and Electrical Department
Twin_Peaks_S01E03_End,OKOWITA,Art Director,Art Directors
Twin_Peaks_S01E03_End,BRIAN KASCH,Set Decorator,Set Decorators
Twin_Peaks_S01E03_End,KEITH COX,Construction Coordinator,Art Department
Twin_Peaks_S01E03_End,DAVE ROBINSON,Property Master,Art Department
Twin_Peaks_S01E03_End,SARA MARKOWITZ,Costume Designer,Costume Designers
Twin_Peaks_S01E03_End,LAURIE L. HUDSON,Costume Supervisor,Costume and Wardrobe Department
Twin_Peaks_S01E03_End,CARLA ROSETO FABRIZI,Make-Up,Makeup Department
Twin_Peaks_S01E03_End,ANNETTE E. FABRIZI,Hair,Makeup Department
Twin_Peaks_S01E03_End,LINDA A. VALLEJO,Make-Up/Hair Assistant,Makeup Department
Twin_Peaks_S01E03_End,ROBERT FERRARA,Gaffer,Camera and Electrical Department
Twin_Peaks_S01E03_End,JOSEPH A. KELLY,Key Grip,Camera and Electrical Department
Twin_Peaks_S01E03_End,WALTER HOYLMAN,Sound Mixer,Sound Department
Twin_Peaks_S01E03_End,WALTER CHARLES GOREY,Boom Operator,Sound Department
Twin_Peaks_S01E03_End,STEVE BOYD,Transportation Coordinator,Transportation Department
Twin_Peaks_S01E03_End,GREG VAN DYKE,Transportation Captain,Transportation Department
Twin_Peaks_S01E03_End,STEVE SHARE,Location Manager,Location Managers
Twin_Peaks_S01E03_End,ELAINE J. HUZZAR,Casting Assistant,Casting Directors
Twin_Peaks_S01E03_End,NOWELL B. GROSSMAN,Production Controller,Production Managers
Twin_Peaks_S01E03_End,JOSEPH MONTRONE,Production Coordinator,Production Managers
Twin_Peaks_S01E03_End,LORI TULLI-MITCHELL,Production Secretary,Production Managers
Twin_Peaks_S01E03_End,JANE GOLDSMITH,Script Supervisor,Script and Continuity Department
Twin_Peaks_S01E03_End,ANGELO BADALAMENTI,Orchestrations,Music Department
Twin_Peaks_S01E03_End,PAULA K. SHIMATSU-U,Assistant to Mark Frost,Additional Crew
Twin_Peaks_S01E03_End,DEBBY TRUTNIK,Assistant to David Lynch,Additional Crew
Twin_Peaks_S01E03_End,SUZANNE HARGROVE,Assistant to Gregg Fienberg,Additional Crew
Twin_Peaks_S01E03_End,CHRIS BROWN,Post Production Assistant,Additional Crew
Twin_Peaks_S01E03_End,JOHN WENTWORTH,Post Production Coordinator,Additional Crew
Twin_Peaks_S01E03_End,LORI L. ESCHLER,Music Editor,Music Department
Twin_Peaks_S01E03_End,ALEXIS SEYMOUR,Assistant Music Editor,Music Department
Twin_Peaks_S01E03_End,KEN BLACKWELL,Assistant Editors,Editorial Department
Twin_Peaks_S01E03_End,PAMELA REISENLEITER,Assistant Editors,Editorial Department
Twin_Peaks_S01E03_End,MATTHEW SAWELSON,Supervising Sound Editor,Sound Department
Twin_Peaks_S01E03_End,JOHN HAENY,Sound Effects Editor,Sound Department
Twin_Peaks_S01E03_End,GARY ALEXANDER,Re-recording Mixers,Sound Department
Twin_Peaks_S01E03_End,ADAM JENKINS,Re-recording Mixers,Sound Department
Twin_Peaks_S01E03_End,THE GREIF COMPANIES,Assorted wardrobe provided by,Miscellaneous Companies
Twin_Peaks_S01E03_End,SHEPLERS,Assorted wardrobe provided by,Miscellaneous Companies
Twin_Peaks_S01E03_End,"SUPERIOR CASTING, INC.",Extras Casting,Casting Directors
Twin_Peaks_S01E03_End,MOTION PICTURE MARINE,Marine Coordination by,Miscellaneous Companies
Twin_Peaks_S01E03_End,PACIFIC TITLE,Titles & Opticals by,Miscellaneous Companies
Twin_Peaks_S01E03_End,de luxe,Color by,Miscellaneous Companies
Twin_Peaks_S01E03_End,ENCORE VIDEO,Telecine and Electronic Post Production,Miscellaneous Companies
Twin_Peaks_S01E03_End,DREW MARSH,Telecine Colorist,Additional Crew
Twin_Peaks_S01E03_End,TODD-AO/GLEN GLENN STUDIOS,Post Production Sound & Sound Effects by,Miscellaneous Companies
Twin_Peaks_S01E03_End,PROPAGANDA FILMS,In association with,Production Companies
Twin_Peaks_S01E03_End,SPELLING ENTERTAINMENT INC.,,Production Companies
Twin_Peaks_S01E03_End,LYNCH/FROST PRODUCTIONS,,Production Companies
Twin_Peaks_S01E03_Opening,KYLE MacLACHLAN,Starring,Cast
Twin_Peaks_S01E03_Opening,MICHAEL ONTKEAN,,Cast
Twin_Peaks_S01E03_Opening,MADCHEN AMICK,,Cast
Twin_Peaks_S01E03_Opening,DANA ASHBROOK,,Cast
Twin_Peaks_S01E03_Opening,RICHARD BEYMER,,Cast
Twin_Peaks_S01E03_Opening,LARA FLYNN BOYLE,,Cast
Twin_Peaks_S01E03_Opening,SHERILYN FENN,,Cast
Twin_Peaks_S01E03_Opening,WARREN FROST,,Cast
Twin_Peaks_S01E03_Opening,PEGGY LIPTON,,Cast
Twin_Peaks_S01E03_Opening,JAMES MARSHALL,,Cast
Twin_Peaks_S01E03_Opening,EVERETT McGILL,,Cast
Twin_Peaks_S01E03_Opening,JACK NANCE,,Cast
Twin_Peaks_S01E03_Opening,RAY WISE,,Cast
Twin_Peaks_S01E03_Opening,JOAN CHEN,Joselyn Packard,Cast
Twin_Peaks_S01E03_Opening,Joan Chen,Joselyn Packard,Cast
Twin_Peaks_S01E03_Opening,Piper Laurie,e con,Cast
Twin_Peaks_S01E03_Opening,Katherine Martell,e con,Cast
Twin_Peaks_S01E03_Opening,Catherine Martell,as,Cast
Twin_Peaks_S01E03_Opening,Mark Frost,Created by,Writers
Twin_Peaks_S01E03_Opening,David Lynch,Created by,Writers
Twin_Peaks_S01E03_Opening,ERIC DA RE,Starring,Cast
Twin_Peaks_S01E03_Opening,HARRY GOAZ,,Cast
Twin_Peaks_S01E03_Opening,MICHAEL HORSE,,Cast
Twin_Peaks_S01E03_Opening,SHERYL LEE,,Cast
Twin_Peaks_S01E03_Opening,RUSS TAMBLYN,as Dr. Jacoby,Cast
Twin_Peaks_S01E03_Opening,Grace Zabriskie,Guest Starring,Cast
Twin_Peaks_S01E03_Opening,DAVID PATRICK KELLY,,Cast
Twin_Peaks_S01E03_Opening,MIGUEL FERRER,,Cast
Twin_Peaks_S01E03_Opening,VICTORIA CATLIN,,Cast
Twin_Peaks_S01E03_Opening,RENÉE ROBIE,,Cast
Twin_Peaks_S01E03_Opening,KIMMY ROBERTSON,,Cast
Twin_Peaks_S01E03_Opening,JAN D'ARCY,,Cast
Twin_Peaks_S01E03_Opening,MARY JO DESCHANEL,,Cast
Twin_Peaks_S01E03_Opening,GARY HERSHBERGER,,Cast
Twin_Peaks_S01E03_Opening,ANGELO BADALAMENTI,Music Composed & Conducted by,Composers
Twin_Peaks_S01E03_Opening,Gregg Fienberg,Produced by,Producers
Twin_Peaks_S01E03_Opening,David Lynch,Directed by,Directors
"Yes,_Prime_Minister_S01E08_End",Gerald Scarfe,Title Sequence,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Ronnie Hazlehurst,Music,Composers
"Yes,_Prime_Minister_S01E08_End",Richard Winter,Costume Designer,Costume Designers
"Yes,_Prime_Minister_S01E08_End",Cheryl Wright,Makeup Designer,Makeup Department
"Yes,_Prime_Minister_S01E08_End",Francis Smith,Properties Buyer,Art Department
"Yes,_Prime_Minister_S01E08_End",John Dailley,Camera Supervisor,Camera and Electrical Department
"Yes,_Prime_Minister_S01E08_End",Reg Poulter,Technical Co-Ordinator,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Angela Beveridge,Vision Mixer,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Jackie Foote,Floor Manager,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Christine Crow,Assistant Floor Manager,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Judy Loe,Production Assistant,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Chris Wadsworth,Videotape Editor,Editorial Department
"Yes,_Prime_Minister_S01E08_End",Ron Bristow,Lighting Director,Additional Crew
"Yes,_Prime_Minister_S01E08_End",Brian Jones,Production Manager,Production Managers
"Yes,_Prime_Minister_S01E08_End",Ron Bristow,Lighting Director,Camera and Electrical Department
"Yes,_Prime_Minister_S01E08_End",Gloria Clayton,Design,Production Designers
"Yes,_Prime_Minister_S01E08_End",Sydney Lotterby,Produced and Directed by,Directors
"Yes,_Prime_Minister_S01E08_Opening",ANTONY JAY,by,Writers
"Yes,_Prime_Minister_S01E08_Opening",JONATHAN LYNN,and,Writers
"Yes,_Prime_Minister_S01E08_Opening",Paul Eddington,Starring,Cast
"Yes,_Prime_Minister_S01E08_Opening",Nigel Hawthorne,,Cast
"Yes,_Prime_Minister_S01E08_Opening",Derek Fowlds,,Cast
Ameelie_Poulain_Opening,CLAUDIE OSSARD,présentent,Production Companies
Ameelie_Poulain_Opening,UGC,présentent,Production Companies
Ameelie_Poulain_Opening,Victoires Productions,Une coproduction,Production Companies
Ameelie_Poulain_Opening,Tapioca Films,Une coproduction,Production Companies
Ameelie_Poulain_Opening,France 3 Cinéma,Une coproduction,Production Companies
Ameelie_Poulain_Opening,MMC Independent GmbH,Une coproduction,Production Companies
Ameelie_Poulain_Opening,Sofinergie 5,avec la collaboration de la Sofica,Production Companies
Ameelie_Poulain_Opening,Filmstiftung NRW GmbH,et le soutien de la,Production Companies
Ameelie_Poulain_Opening,CANAL+,avec la participation de,Production Companies
Ameelie_Poulain_Opening,Feron,,Cast
Ameelie_Poulain_Opening,Ra Ranguin,,Cast
Ameelie_Poulain_Opening,Lenod,,Cast
Ameelie_Poulain_Opening,Maginot,,Cast
Ameelie_Poulain_Opening,Stephane Bail,,Cast
Ameelie_Poulain_Opening,Jules Saurles,,Cast
Ameelie_Poulain_Opening,Lionel Malouinchetet,,Cast
Ameelie_Poulain_Opening,Pascal Blainet,,Cast
Ameelie_Poulain_Opening,Gaulane Guletic,,Cast
Ameelie_Poulain_Opening,Eugene Richard,,Cast
Ameelie_Poulain_Opening,David Suval,,Cast
Ameelie_Poulain_Opening,Franck Dural,,Cast
Ameelie_Poulain_Opening,Marcel Ayhons,,Cast
Ameelie_Poulain_Opening,Louis Estorche,,Cast
Ameelie_Poulain_Opening,Julien Daniel,,Cast
Ameelie_Poulain_Opening,Richard Loyne,,Cast
Ameelie_Poulain_Opening,Perlonsky,,Cast
Ameelie_Poulain_Opening,Nathalie,,Cast
Ameelie_Poulain_Opening,Vanessa,,Cast
Ameelie_Poulain_Opening,Stéphane Bail,,Cast
Ameelie_Poulain_Opening,Judith Faure,,Cast
Ameelie_Poulain_Opening,Lionel Tiaouchitcher,,Cast
Ameelie_Poulain_Opening,Pascal Bilinet,,Cast
Ameelie_Poulain_Opening,Guillaume Guetic,,Cast
Ameelie_Poulain_Opening,Eugène Richard,,Cast
Ameelie_Poulain_Opening,David Sevean,,Cast
Ameelie_Poulain_Opening,Franck Divin,,Cast
Ameelie_Poulain_Opening,Marcel Ayshon,,Cast
Ameelie_Poulain_Opening,Yous Escoffier,,Cast
Ameelie_Poulain_Opening,Richard Jamin,,Cast
Ameelie_Poulain_Opening,A. Perlonsky,,Cast
Ameelie_Poulain_Opening,Stéphanie Paul,,Cast
Ameelie_Poulain_Opening,Isabelle Staulet,,Cast
Ameelie_Poulain_Opening,Michel Radovitch,,Cast
Ameelie_Poulain_Opening,Marcel Bulnet,,Cast
Ameelie_Poulain_Opening,Guillaume Guilette,,Cast
Ameelie_Poulain_Opening,Eugène Richmod,,Cast
Ameelie_Poulain_Opening,David Suvan,,Cast
Ameelie_Poulain_Opening,Marcel Paymond,,Cast
Ameelie_Poulain_Opening,Ivan Escoffier,,Cast
Ameelie_Poulain_Opening,Richard Lemoine,,Cast
Ameelie_Poulain_Opening,Paul Perlonsky,,Cast
Ameelie_Poulain_Opening,Audrey Tautou,,Cast
Ameelie_Poulain_Opening,Mathieu Kassovitz,,Cast
Ameelie_Poulain_Opening,Guillaume Laurant,Scénario,Writers
Ameelie_Poulain_Opening,Jean-Pierre Jeunet,Scénario,Writers
Ameelie_Poulain_Opening,Pierre-Jacques Benichou,Casting,Casting Directors
Ameelie_Poulain_Opening,MADELINE FONTAINE,Costumes,Costume Designers
Ameelie_Poulain_Opening,Aline Bonetto,Décor,Set Decorators
Ameelie_Poulain_Opening,Bruno Delbonnel,Directeur de la photographie,Cinematographers
Ameelie_Poulain_Opening,Nathalie Tissier,Maquillage,Makeup Department
Ameelie_Poulain_Opening,John Nollet,Coiffure,Makeup Department
Ameelie_Poulain_Opening,Véronique Boitout,Coiffure,Makeup Department
Ameelie_Poulain_Opening,Yann Tiersen,Musique,Composers
Ameelie_Poulain_Opening,Jean Umansky,Son,Sound Department
Ameelie_Poulain_Opening,Sophie Chiabaut,Son,Sound Department
Ameelie_Poulain_Opening,Hervé Schneid A.C.E.,Montage,Editors
Ameelie_Poulain_Opening,Hervé Schneid a.c.e.,Montage,Editors
Ameelie_Poulain_Opening,Gérard Hardy,Montage son,Sound Department
Ameelie_Poulain_Opening,Laurent Kossayan,Effets sonores,Sound Department
Ameelie_Poulain_Opening,Vincent Arnardi c.a.s,Mixage,Sound Department
Ameelie_Poulain_Opening,Christophe Vassort,Premier assistant,Second Unit Directors or Assistant Directors
Ameelie_Poulain_Opening,Anne Wermelinger,Script,Script and Continuity Department
Ameelie_Poulain_Opening,Duboi,Trucages numériques,Special Effects Companies
Ameelie_Poulain_Opening,Alain Carsoux,Trucages numériques,Visual Effects
Ameelie_Poulain_Opening,Les Versaillais,Effets spéciaux,Special Effects Companies
Ameelie_Poulain_Opening,Duboi,Trucages numériques,Visual Effects
Ameelie_Poulain_Opening,Jean-Marc Deschamps,Directeur de production,Production Managers
Ameelie_Poulain_Opening,Alain Mougenot,Régie,Additional Crew
Ameelie_Poulain_Opening,Claudie Ossard,Produit par,Producers
Ameelie_Poulain_Opening,Jean-Pierre Jeunet,Un film de,Directors
Amelie_Poulain_End,Audrey Tautou,,Cast
Amelie_Poulain_End,Mathieu Kassovitz,,Cast
Amelie_Poulain_End,RUFUS,,Cast
Amelie_Poulain_End,Lorella CRAVOTTA,,Cast
Amelie_Poulain_End,Serge MERLIN,,Cast
Amelie_Poulain_End,Jamel DEBBOUZE,,Cast
Amelie_Poulain_End,Claire Maurier,,Cast
Amelie_Poulain_End,Clotilde Mollet,,Cast
Amelie_Poulain_End,Isabelle Nanty,,Cast
Amelie_Poulain_End,Dominique Pinon,,Cast
Amelie_Poulain_End,Artus de PENGUERN,,Cast
Amelie_Poulain_End,Yolande MOREAU,,Cast
Amelie_Poulain_End,Urbain CANCELIER,,Cast
Amelie_Poulain_End,Maurice BENICHOU,,Cast
Amelie_Poulain_End,Michel ROBIN,,Cast
Amelie_Poulain_End,Andrée DAMANT,,Cast
Amelie_Poulain_End,Claude Perron,,Cast
Amelie_Poulain_End,Armelle,,Cast
Amelie_Poulain_End,Ticky Holgado,avec la participation de,Cast
Amelie_Poulain_End,Kevin FERNANDES,,Cast
Amelie_Poulain_End,Amaury BABAULT,,Cast
Amelie_Poulain_End,GUIET,Flora,Cast
Amelie_Poulain_End,André Dussollier,Avec la voix de,Cast
Amelie_Poulain_End,EUGÈNE BERTHIER,Eugène Koler,Cast
Amelie_Poulain_End,MARION PRESSBURGER,petites mains du générique,Cast
Amelie_Poulain_End,CHARLES-ROGER BOUR,l'homme à la vespasienne,Cast
Amelie_Poulain_End,LUC PALUN,l'épicier d'Amandine,Cast
