nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action;codice_corretto_imdb_umano;nome_corretto_umano
ROBERTO COLLANTES;TRUE;Atrecistas de Avance;Art Department;El desorden que dejas S01E03;;nm6133164;Roberto Collantes;A;;
RODRIGO WALLACE;TRUE;Masterización VOD;Editorial Department;El desorden que dejas S01E03;;nm12838376;Rodrigo Wallace;A;;
Ronaldo Júlio;TRUE;Mauro;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm6553797;Ronaldo Julio;A;;
Ronni Mardor;TRUE;Dubbing Assistant;Dubbing;El desorden que dejas S01E03;Dubbing_Additional Crew;nm16458030;Ronni Mardor;A;;
ROQUE RUÍZ;TRUE;;Cast;El desorden que dejas S01E03;;nm12021691;Roque Ruíz;A;;
ROQUE RUÍZ;TRUE;;Cast;El desorden que dejas S01E03;;nm12021691;Roque Ruíz;A;;
RUBÉN RIVAS;TRUE;Grafismo;Art Department;El desorden que dejas S01E03;;nm1399042;Rubén Rivas;A;;
RUBÉN SOTELO;TRUE;;Cast;El desorden que dejas S01E03;;nm8780427;Rubén Sotelo;A;;
Rush Week;TRUE;Interpretada por;Composers;El desorden que dejas S01E03;;nm12873139;Rush Week;A;;
SÍLVIA QUER;TRUE;Dirigido por;Directors;El desorden que dejas S01E03;;nm0994567;Sílvia Quer;A;;
Sabina Trooger;TRUE;Claudia;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm0873550;Sabina Trooger;A;;
Samuel Jay Richardson;TRUE;Assistant Director;Dubbing;El desorden que dejas S01E03;Dubbing_Assistant Director;nm8587840;Samuel Jay Richardson;A;;
SARA HERMO;TRUE;Video Assist;Camera and Electrical Department;El desorden que dejas S01E03;;nm9041787;Sara Hermo;A;;
Sarah Elmaleh;TRUE;Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm3076763;Sarah Elmaleh;A;;
Sascha Werginz;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm13905783;Sascha Werginz;A;;
SERGIO ABAD;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;;nm1853748;Sergio Abad;A;;
SERGIO ABAD;TRUE;Eléctricos;Camera and Electrical Department;El desorden que dejas S01E03;;nm1853748;Sergio Abad;A;;
SIBILA SOUTO;TRUE;Auxiliares de Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;;nm3410734;Sibila Souto;A;;
SONIA MARTÍNEZ;TRUE;2™ Ayudantes de Dirección;Second Unit Directors or Assistant Directors;El desorden que dejas S01E03;;nm4595836;Sonia Martínez;A;;
Stefan Bräuler;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm2581288;Stefan Bräuler;A;;
Stephan Baumecker;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm1449270;Stephan Baumecker;A;;
SUSANA DANS;TRUE;;Cast;El desorden que dejas S01E03;;nm0200507;Susana Dans;A;;
SUSANA DANS;TRUE;;Cast;El desorden que dejas S01E03;;nm0200507;Susana Dans;A;;
SUSANA VEIRA;TRUE;Maquillaje y Peluquería;Makeup Department;El desorden que dejas S01E03;;nm1115520;Susana Veira;A;;
TAMAR NOVAS;TRUE;;Cast;El desorden que dejas S01E03;;nm0636991;Tamar Novas;A;;
TAMAR NOVAS;TRUE;;Cast;El desorden que dejas S01E03;;nm0636991;Tamar Novas;A;;
TANIA MUINELO;TRUE;Script;Script and Continuity Department;El desorden que dejas S01E03;;nm2793028;Tania Muinelo;A;;
TANIA SANTOS;TRUE;Auxiliares de Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;;nm9676774;Tania Santos;A;;
Tilmar Kuhn;TRUE;;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;nm0474164;Tilmar Kuhn;A;;
Timothy Cubbison;TRUE;Production Supervisor;Dubbing;El desorden que dejas S01E03;Dubbing_Production managers;nm3101045;Timothy Cubbison;A;;
Timothy Cubbison;TRUE;Dubbing Casting Lead;Dubbing;El desorden que dejas S01E03;Dubbing_Casting Directors;nm3101045;Timothy Cubbison;A;;
TITO AZAR;TRUE;;Cast;El desorden que dejas S01E03;;nm12138733;Tito Azar;A;;
VÍCTOR GARCÍA;TRUE;Editor VFX;Visual Effects;El desorden que dejas S01E03;;nm4375636;Victor Garcia;A;;
VÍCTOR MAÑANA;TRUE;Eléctricos y Maquinistas;Camera and Electrical Department;El desorden que dejas S01E03;;nm2117716;Víctor Mañana;A;;
VÍCTOR RODRÍGUEZ SÁNCHEZ;TRUE;Foquista B;Camera and Electrical Department;El desorden que dejas S01E03;;nm16944890;Víctor Rodríguez Sánchez;A;;
VERO PAN;TRUE;Ayudantes de Producción;Production Managers;El desorden que dejas S01E03;;nm5732228;Vero Pan;A;;
Walter Ledesma;TRUE;Mixer;Dubbing_Sound;El desorden que dejas S01E03;Dubbing_Sound department;nm2279612;Walter Ledesma;A;;
XACOBE SANZ;TRUE;;Cast;El desorden que dejas S01E03;;nm2026028;Xacobe Sanz;A;;
XAVIER ESTÉVEZ;TRUE;;Cast;El desorden que dejas S01E03;;nm1172031;Xavier Estévez;A;;
XAVIER SOUTO;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;;nm2043620;Xavier Souto;A;;
Xoel López;TRUE;Interpretado por;Composers;El desorden que dejas S01E03;;nm2461332;Xoel López;A;;
Xoel López;TRUE;Escrito por;Composers;El desorden que dejas S01E03;;nm2461332;Xoel López;A;;
YAIZA GONZÁLEZ;TRUE;Auxiliar de Cámara;Camera and Electrical Department;El desorden que dejas S01E03;;nm2296650;Yaiza González;A;;
YOLANDA PEÓN;TRUE;Vestuario;Costume and Wardrobe Department;El desorden que dejas S01E03;;nm5259213;Yolanda Peón;A;;
ADDY MCCLELLAND;TRUE;art department coordinator;Art Department;Eternal Sunshine of the Spotless Mind;;nm0565765;Addy McClelland;A;;
ALEX ZOPPA;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1635454;Alex Zoppa;A;;
ALEXA ZIMMERMAN;TRUE;apprentice sound editor;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0956669;Alexa Zimmerman;A;;
ALLEN WEISINGER;TRUE;makeup artist for mr. carrey;Makeup Department;Eternal Sunshine of the Spotless Mind;;nm0918812;Allen Weisinger;A;;
AMANI WILLIAMS;TRUE;digital compositors;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm1091715;Amani Williams;A;;
AMIR ALI SAID;TRUE;young bullies;Cast;Eternal Sunshine of the Spotless Mind;;nm1552908;Amir Ali Said;A;;
AMRO HAMZAWI;TRUE;assistants to mr. gondry;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0359141;Amro Hamzawi;A;;
ANDREA CRONIN-SOUZA;TRUE;electrician;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm1472351;Andrea Cronin-Souza;A;;
ANDREW ZOPPA;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1635455;Andrew Zoppa;A;;
ANDY WHEELER;TRUE;production accountant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0923767;Andy Wheeler;A;;
ANGELA BELLISIO;TRUE;camera loader;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0972840;Angela Bellisio;A;;
ANGELA BERESFORD;TRUE;post production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1819776;Angela Beresford;A;;
ANNE BEISER HAYWOOD;TRUE;charge scenic;Art Department;Eternal Sunshine of the Spotless Mind;;nm0371816;Anne Beiser Haywood;A;;
ANTHONY BREGMAN;TRUE;produced by;Producers;Eternal Sunshine of the Spotless Mind;;nm0106835;Anthony Bregman;A;;
ARA KHANIKIAN;TRUE;inferno flame artist;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm1210046;Ara Khanikian;A;;
ARTHUR HUR;TRUE;assistants to mr. gondry;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1712873;Arthur Hur;A;;
ARTIE MALESCI;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;nm0539386;Artie Malesci;A;;
BLYTHE CAPPELLO;TRUE;la casting;Casting Directors;Eternal Sunshine of the Spotless Mind;;nm0135507;Blythe Cappello;A;;
BOBB BRUNO;TRUE;assistant to mr. brion;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm2553018;Bobb Bruno;A;;
BRADEN BELMONTE;TRUE;second assistant camera;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0069347;Braden Belmonte;A;;
BRENT HAYWOOD;TRUE;construction coordinators;Art Department;Eternal Sunshine of the Spotless Mind;;nm0371819;Brent Haywood;A;;
BRIAN CANTALDI;TRUE;first assistant accountant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0134470;Brian Cantaldi;A;;
BRIAN SMYJ;TRUE;stunt coordinator;Stunts;Eternal Sunshine of the Spotless Mind;;nm0810750;Brian Smyj;A;;
CHAD GUNDERSON;TRUE;hi-definition dailies and conforming by;Editorial Department;Eternal Sunshine of the Spotless Mind;;nm1826345;Chad Gunderson;A;;
CHARLIE KAUFMAN;TRUE;executive producers;Producers;Eternal Sunshine of the Spotless Mind;;nm0442109;Charlie Kaufman;A;;
CHIARA COLIZZI;TRUE;Clementine;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Cast;nm6922570;Chiara Colizzi;A;;
CHRIS FIELDER;TRUE;assistant sound editors;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0276088;Chris Fielder;A;;
CHRIS PRAPHA;TRUE;assistant to mr. golin;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0695244;Chris Prapha;A;;
CHRIS SKUTCH;TRUE;best boy grip;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0804971;Chris Skutch;A;;
CHRISTIAN BROCKEY;TRUE;assistant production coordinator;Production Managers;Eternal Sunshine of the Spotless Mind;;nm0110673;Christian Brockey;A;;
CHRISTINE BERGREN;TRUE;music clearances by;Music Department;Eternal Sunshine of the Spotless Mind;;nm1634148;Christine Bergren;A;;
CHRISTOPHER RAYMOND;TRUE;"""b"" camera second assistant";Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0713228;Christopher Raymond;A;;
CURRIE PERSON;TRUE;location assistants;Location Managers;Eternal Sunshine of the Spotless Mind;;nm1245524;Currie Person;A;;
DAN LEIGH;TRUE;production designer;Production Designers;Eternal Sunshine of the Spotless Mind;;nm0500206;Dan Leigh;A;;
DANA BOURKE;TRUE;additional music engineers;Music Department;Eternal Sunshine of the Spotless Mind;;nm2656372;Dana Bourke;A;;
DANNY AIELLO, III;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;nm0001900;Danny Aiello III;A;;
DARREN RYAN;TRUE;24 frame playback;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1020645;Darren Ryan;A;;
DAVID BUSHELL;TRUE;executive producers;Producers;Eternal Sunshine of the Spotless Mind;;nm0124239;David Bushell;A;;
DAVID BUSHELL;TRUE;unit production manager;Production Managers;Eternal Sunshine of the Spotless Mind;;nm0124239;David Bushell;A;;
DAVID C. LEE;TRUE;still photographer;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm2804479;David C. Lee;A;;
DAVID CATALANO;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0134473;David Catalano;A;;
DAVID M. SALISBURY;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1224854;David M. Salisbury;A;;
DAVID PAGE;TRUE;costumer for mr. carrey;Costume and Wardrobe Department;Eternal Sunshine of the Spotless Mind;;nm0656143;David Page;A;;
DAVID SMITHSON;TRUE;data wrangler;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm1368052;David Smithson;A;;
DAVID STEIN;TRUE;art director;Art Directors;Eternal Sunshine of the Spotless Mind;;nm0825439;David Stein;A;;
DAVIDE PERINO;TRUE;Patrick;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Cast;nm0673810;Davide Perino;A;;
DEBBIE STAMPFLE;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1284486;Debbie Stampfle;A;;
DEBBON AYER;TRUE;joel's mother;Cast;Eternal Sunshine of the Spotless Mind;;nm0043743;Debbon Ayer;A;;
DEBBON AYER;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;nm0043743;Debbon Ayer;A;;
DEIRDRE N. WILLIAMS;TRUE;wardrobe supervisors;Costume and Wardrobe Department;Eternal Sunshine of the Spotless Mind;;nm0930410;Deirdre N. Williams;A;;
DEREK PASTURES;TRUE;parking coordinator;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0665174;Derek Pastures;A;;
DOTAN BONEN;TRUE;security for mr. carrey;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0094278;Dotan Bonen;A;;
DREW JIRITANO;TRUE;special effects coordinator;Special Effects;Eternal Sunshine of the Spotless Mind;;nm0320766;Drew Jiritano;A;;
EDGARDO SIMONE;TRUE;music orchestrated by;Music Department;Eternal Sunshine of the Spotless Mind;;nm0800488;Edgardo Simone;A;;
ELENA MASINI;TRUE;Assistente al doppiaggio;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Assistant Directors;nm17079946;Elena Masini;A;;
ELLEN KURAS;TRUE;director of photography;Cinematographers;Eternal Sunshine of the Spotless Mind;;nm0475578;Ellen Kuras;A;;
EMILY GAUNT;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;nm0310141;Emily Gaunt;A;;
ERICA KAY;TRUE;production coordinator;Production Managers;Eternal Sunshine of the Spotless Mind;;nm0443040;Erica Kay;A;;
EUGENE GEARTY;TRUE;sound designer/re-recording mixer;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0311267;Eugene Gearty;A;;
EUGY SEPTIMO;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm2670958;Eugy Septimo;A;;
FEDERICA DE BORTOLI;TRUE;Mari;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Cast;nm4526642;Federica De Bortoli;A;;
FRANCES FIORE;TRUE;unit publicist;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0278460;Frances Fiore;A;;
FRANCESCA PARIS;TRUE;hair stylist for mr. carrey;Makeup Department;Eternal Sunshine of the Spotless Mind;;nm0661553;Francesca Paris;A;;
FRANCIS VOLPE;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0901724;Francis Volpe;A;;
FRANK KERN;TRUE;supervising foley editor;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0449450;Frank Kern;A;;
FRED BERGER;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1757754;Fred Berger;A;;
FRED ROSENBERG;TRUE;dialogue editor;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0742213;Fred Rosenberg;A;;
GARF BROWN;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;nm0113592;Garf Brown;A;;
GARY S. RAKE;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1106165;Gary S. Rake;A;;
GAYLE VANGROFSKY;TRUE;location manager;Location Managers;Eternal Sunshine of the Spotless Mind;;nm0889072;Gayle Vangrofsky;A;;
GEORGES BERMANN;TRUE;executive producers;Producers;Eternal Sunshine of the Spotless Mind;;nm1028107;Georges Bermann;A;;
GERRY ROBERT BYRNE;TRUE;train conductor;Cast;Eternal Sunshine of the Spotless Mind;;nm0004423;Gerry Robert Byrne;A;;
GLENN WILLIAMSON;TRUE;executive producers;Producers;Eternal Sunshine of the Spotless Mind;;nm0932037;Glenn Williamson;A;;
GORDON KRAUSE;TRUE;key shop craftsmen;Art Department;Eternal Sunshine of the Spotless Mind;;nm1054334;Gordon Krause;A;;
GRANT WILFLEY;TRUE;extras casting;Casting Directors;Eternal Sunshine of the Spotless Mind;;nm0928886;Grant Wilfley;A;;
HERB LIEBERZ;TRUE;ms. winslet's driver;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0509442;Herb Lieberz;A;;
HILARY BASING;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm2173263;Hilary Basing;A;;
HINJU KIM;TRUE;assistant art directors;Art Department;Eternal Sunshine of the Spotless Mind;;nm1155568;Hinju Kim;A;;
JACK PANUCCIO;TRUE;key rigging grip;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm12785694;Jack Panuccio;A;;
JAMES BONIECE;TRUE;key construction grips;Art Department;Eternal Sunshine of the Spotless Mind;;nm0094561;James Boniece;A;;
JAMES DOMORSKI;TRUE;24 frame playback;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1175340;James Domorski;A;;
JAMES HAYGOOD;TRUE;additional editors;Editorial Department;Eternal Sunshine of the Spotless Mind;;nm0371307;James Haygood;A;;
James Warren;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;nm1578172;James Warren;A;;
JASON GOSSMAN;TRUE;additional music engineers;Music Department;Eternal Sunshine of the Spotless Mind;;nm2668748;Jason Gossman;A;;
JAY PECK;TRUE;foley artists;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0669673;Jay Peck;A;;
JEANNE MCCARTHY;TRUE;casting by;Casting Directors;Eternal Sunshine of the Spotless Mind;;nm0565157;Jeanne McCarthy;A;;
JEFF SCHLESINGER;TRUE;assistant to mr. bushell;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1016940;Jeff Schlesinger;A;;
JEFFREY M. WERNER;TRUE;additional editors;Editorial Department;Eternal Sunshine of the Spotless Mind;;nm0921418;Jeffrey M. Werner;A;;
JERRY FEATHERSTONE;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1179913;Jerry Featherstone;A;;
JERRY MCMULLAN;TRUE;mr. carrey's driver;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0573400;Jerry McMullan;A;;
JILL KLIBER;TRUE;assistant costume designer;Costume and Wardrobe Department;Eternal Sunshine of the Spotless Mind;;nm0459414;Jill Kliber;A;;
JOHN CANAVAN;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0133612;John Canavan;A;;
JOHN NADEAU;TRUE;gaffer;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm6688135;John Nadeau;A;;
JOHN SREDNICKI;TRUE;la casting assistant;Casting Directors;Eternal Sunshine of the Spotless Mind;;nm0820195;John Srednicki;A;;
JOSEPH L. JOHNSON;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm2670043;Joseph L. Johnson;A;;
JOSEPH QUIRK;TRUE;new york gaffer;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0704341;Joseph Quirk;A;;
JOSH FLITTER;TRUE;young bullies;Cast;Eternal Sunshine of the Spotless Mind;;nm1346160;Josh Flitter;A;;
JULIUS KOZLOWSKI;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;nm0468953;Julius Kozlowski;A;;
KAM CHAN;TRUE;foley editors;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0150964;Kam Chan;A;;
KAT DONAHUE;TRUE;location assistants;Location Managers;Eternal Sunshine of the Spotless Mind;;nm1299075;Kat Donahue;A;;
KATE WINSLET;TRUE;clementine kruczynski;Cast;Eternal Sunshine of the Spotless Mind;;nm0000701;Kate Winslet;A;;
KATE WINSLET;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;nm0000701;Kate Winslet;A;;
KATHY NELSON;TRUE;music guru;Music Department;Eternal Sunshine of the Spotless Mind;;nm0625512;Kathy Nelson;A;;
KELLY BRITT;TRUE;board operator;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0110061;Kelly Britt;A;;
KEVIN LADSON;TRUE;property master;Art Department;Eternal Sunshine of the Spotless Mind;;nm0480618;Kevin Ladson;A;;
KIRA SMITH;TRUE;utility sound technician;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0809000;Kira Smith;A;;
KIRSTEN DUNST;TRUE;mary;Cast;Eternal Sunshine of the Spotless Mind;;nm0000379;Kirsten Dunst;A;;
KIRSTEN DUNST;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;nm0000379;Kirsten Dunst;A;;
KRISTIAN SORGE;TRUE;extras casting assistant;Casting Directors;Eternal Sunshine of the Spotless Mind;;nm1191114;Kristian Sorge;A;;
KRISTY HAMER;TRUE;accounting assistant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1268711;Kristy Hamer;A;;
KYRA PANCHENKO;TRUE;key makeup artist;Makeup Department;Eternal Sunshine of the Spotless Mind;;nm0659166;Kyra Panchenko;A;;
LAMONT CRAWFORD;TRUE;dolly grip;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0186867;Lamont Crawford;A;;
LARRY WINELAND;TRUE;assistant sound editors;Sound Department;Eternal Sunshine of the Spotless Mind;;nm1144305;Larry Wineland;A;;
Lata Mangeshkar;TRUE;performed by;Music Department;Eternal Sunshine of the Spotless Mind;;nm0542196;Lata Mangeshkar;A;;
LINDA FIELDS HILL;TRUE;associate producers;Producers;Eternal Sunshine of the Spotless Mind;;nm0276301;Linda Fields Hill;A;;
LINDSEY JAFFIN;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0415516;Lindsey Jaffin;A;;
LOAN PHAN;TRUE;digital intermediate;Editorial Department;Eternal Sunshine of the Spotless Mind;;nm1755487;Loan Phan;A;;
LOLA DAEHLER;TRUE;young clementine;Cast;Eternal Sunshine of the Spotless Mind;;nm1287000;Lola Daehler;A;;
LOUIS MORIN;TRUE;visual effects supervisor;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm0605553;Louis Morin;A;;
MARCO MELONI;TRUE;Fonico di doppiaggio;Dubbing_Sound;Eternal Sunshine of the Spotless Mind;Dubbing_Soung Department;nm3963279;Marco Meloni;A;;
MARISSA LITTLEFIELD;TRUE;adr editor;Sound Department;Eternal Sunshine of the Spotless Mind;;nm0514708;Marissa Littlefield;A;;
MARK BERO;TRUE;special effects;Special Effects;Eternal Sunshine of the Spotless Mind;;nm0077225;Mark Bero;A;;
MARK DORNFELD;TRUE;visual effects supervisor;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm0233916;Mark Dornfeld;A;;
MARK RUFFALO;TRUE;stan;Cast;Eternal Sunshine of the Spotless Mind;;nm0749263;Mark Ruffalo;A;;
MARK RUFFALO;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;nm0749263;Mark Ruffalo;A;;
MARK SCHMIDT;TRUE;additional camera operator;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0773101;Mark Schmidt;A;;
MARY CYBULSKI;TRUE;script supervisor;Script and Continuity Department;Eternal Sunshine of the Spotless Mind;;nm0194191;Mary Cybulski;A;;
MEL CANNON;TRUE;grips;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;nm0134238;Mel Cannon;A;;
MELISSA TOTH;TRUE;costume designer;Costume Designers;Eternal Sunshine of the Spotless Mind;;nm0869349;Melissa Toth;A;;
MICHAEL HAUSMAN;TRUE;first assistant director;Second Unit Directors or Assistant Directors;Eternal Sunshine of the Spotless Mind;;nm0369592;Michael Hausman;A;;
MICHAL PODELL;TRUE;production attorneys;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm2546835;Michal Podell;A;;
MICHEL GONDRY;TRUE;directed by;Directors;Eternal Sunshine of the Spotless Mind;;nm0327273;Michel Gondry;A;;
MICHEL GONDRY;TRUE;story by;Writers;Eternal Sunshine of the Spotless Mind;;nm0327273;Michel Gondry;A;;
MICHELE FERRONE;TRUE;visual effects producer;Visual Effects;Eternal Sunshine of the Spotless Mind;;nm0275027;Michele Ferrone;A;;
MICHELE GAMMINO;TRUE;Mierzwiak;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Cast;nm0138484;Michele Gammino;A;;
MIKE KENNEDY;TRUE;digital intermediate;Editorial Department;Eternal Sunshine of the Spotless Mind;;nm2686362;Mike Kennedy;A;;
