nome;is_person;role_detail;role_group;numero_episodio
Claire MEURINE;TRUE;Monteur son;Sound Department;Maigret S03E01
Claude GORETTA;TRUE;Adaptation et Dialogues;Dubbing;Maigret S03E01
Claude GORETTA;TRUE;Réalisation;Directors;Maigret S03E01
Claude GORETTA;TRUE;Un film de;Directors;Maigret S03E01
Colette PITTIER;TRUE;Scripte;Script and Continuity Department;Maigret S03E01
Daniel DESCHAMPS;TRUE;Producteur exécutif de la collection;Producers;Maigret S03E01
Danielle NEGRE;TRUE;La danseuse du cabaret;Cast;Maigret S03E01
Denis GUEX;TRUE;Electriciens;Camera and Electrical Department;Maigret S03E01
Digison;FALSE;Montage audio numérique;Miscellaneous Companies;Maigret S03E01
Dominique BRENGUIER;TRUE;Image A.F.C;Cinematographers;Maigret S03E01
Dominique DELGUSTE;TRUE;Monteur son;Sound Department;Maigret S03E01
DUNE;FALSE;©;Production Companies;Maigret S03E01
DUNE;FALSE;une co-production;Production Companies;Maigret S03E01
DUNE;FALSE;Une production;Production Companies;Maigret S03E01
E.C. Télévision Paris;FALSE;©;Production Companies;Maigret S03E01
E.C. Télévision Paris;FALSE;Une production;Production Companies;Maigret S03E01
Edition O.S.F. Euterpe;FALSE;Interprétée par;Miscellaneous Companies;Maigret S03E01
Edmond LIECHTI;TRUE;Générique;Visual Effects;Maigret S03E01
Eliane COUPRIE;TRUE;Administration;Production Finance and Accounting;Maigret S03E01
Eliane GUIGNET;TRUE;Montage;Editors;Maigret S03E01
Eric DESMARESTZ;TRUE;;Cast;Maigret S03E01
Erick DESMARESTZ;TRUE;Juge Benneau;Cast;Maigret S03E01
Eve VERCEL;TRUE;Producteurs;Producers;Maigret S03E01
Eve VERCEL;TRUE;Producteurs délégués;Producers;Maigret S03E01
FERNAND TAUXE;TRUE;Electriciens;Camera and Electrical Department;Maigret S03E01
FRANCE 2;FALSE;©;Production Companies;Maigret S03E01
FRANCE 2;FALSE;;Production Companies;Maigret S03E01
Francine LUSSER;TRUE;Régisseur général;Location Managers;Maigret S03E01
Francis COFFINET;TRUE;Désiré;Cast;Maigret S03E01
Fréderic BERNEY;TRUE;Assistants au montage;Editorial Department;Maigret S03E01
Geneviève MAULINI;TRUE;Habilleuse;Costume and Wardrobe Department;Maigret S03E01
Georges SIMENON;TRUE;D'après le roman de;Writers;Maigret S03E01
Gérard MOULEVRIER;TRUE;Casting;Casting Directors;Maigret S03E01
Gerling;FALSE;Auditorium;Miscellaneous Companies;Maigret S03E01
Germain Location;FALSE;Véhicules d'époque;Miscellaneous Companies;Maigret S03E01
Gil LAUBERT;TRUE;Concierge du Majestic;Cast;Maigret S03E01
Hermann WETTER;TRUE;Trucages;Special Effects;Maigret S03E01
Hoang Le VAN;TRUE;Administration;Production Finance and Accounting;Maigret S03E01
Jack MOHNSAM;TRUE;Chef de cuisine;Cast;Maigret S03E01
Jacques CIRON;TRUE;Directeur du Majestic;Cast;Maigret S03E01
Jacques CIRON;TRUE;;Cast;Maigret S03E01
Jacques DISSES;TRUE;L'épicier;Cast;Maigret S03E01
Jean-Claude FRISSUNG;TRUE;Janvier;Cast;Maigret S03E01
Jean-Claude FRISSUNG;TRUE;;Cast;Maigret S03E01
Jean-Marie DAUNAS;TRUE;Patron du Pelican;Cast;Maigret S03E01
Jean-Pierre GOS;TRUE;Lucas;Cast;Maigret S03E01
Jean-Pierre GOS;TRUE;;Cast;Maigret S03E01
Jean-Pierre HECQUET;TRUE;Etalonnage;Color Department;Maigret S03E01
Jereronimo;FALSE;Interprétée par;Miscellaneous Companies;Maigret S03E01
Jérôme DESCHAMPS;TRUE;Avec;Cast;Maigret S03E01
Jérôme DESCHAMPS;TRUE;Prosper;Cast;Maigret S03E01
Joël FLAKS;TRUE;Machinistes;Camera and Electrical Department;Maigret S03E01
Judith BURNETT;TRUE;Mlle Borms;Cast;Maigret S03E01
Khalarath BLOESCH SEK;TRUE;Assistants au montage;Editorial Department;Maigret S03E01
LA CINQ;FALSE;ET DE;Production Companies;Maigret S03E01
LA RTBF;FALSE;en co-production avec;Production Companies;Maigret S03E01
LA TELEVISION SUISSE ROMANDE;FALSE;Une production;Production Companies;Maigret S03E01
Laboratoire de Bry sur Marne;FALSE;Laboratoire;Miscellaneous Companies;Maigret S03E01
Laurence BRENGUIER;TRUE;Décors;Art Department;Maigret S03E01
Laurence RIEUX;TRUE;Maquilleuse;Makeup Department;Maigret S03E01
Laurent PETITGIRARD;TRUE;Musique générique;Composers;Maigret S03E01
Laurent POIRIER;TRUE;Son;Sound Department;Maigret S03E01
L'orchestre Symphonique Français;FALSE;Interprétée par;Miscellaneous Companies;Maigret S03E01
Marc MAEDER;TRUE;Chauffeur de production;Transportation Department;Maigret S03E01
Marco CALAMANDREI;TRUE;Contrôleur du train;Cast;Maigret S03E01
Marie Jeanne WYCKMANS;TRUE;Bruitage;Sound Department;Maigret S03E01
Marilù MARINI;TRUE;Gigi;Cast;Maigret S03E01
Marilù MARINI;TRUE;;Cast;Maigret S03E01
Maryvonne SCHILTZ;TRUE;Charlotte;Cast;Maigret S03E01
Maryvonne SCHILTZ;TRUE;;Cast;Maigret S03E01
Mathieu MILHAUD;TRUE;Machinistes;Camera and Electrical Department;Maigret S03E01
Media Assurance France;FALSE;Assurances;Miscellaneous Companies;Maigret S03E01
MESA PRODUCTIONS;FALSE;présente;Production Companies;Maigret S03E01
Michel CACCIA;TRUE;Ramuel;Cast;Maigret S03E01
Michel CACCIA;TRUE;;Cast;Maigret S03E01
Michel CASANG;TRUE;Perchiste;Sound Department;Maigret S03E01
Michel CASSAGNE;TRUE;Gardel;Cast;Maigret S03E01
Michel ISRAELIAN;TRUE;Assistant cadreur;Camera and Electrical Department;Maigret S03E01
Michel SIEBENMANN;TRUE;Cadreur;Camera and Electrical Department;Maigret S03E01
Mireille CHAUVEL;TRUE;Costumière;Costume Designers;Maigret S03E01
Nader FARMAN;TRUE;Monsieur Charles;Cast;Maigret S03E01
Nathalie CRUCHON;TRUE;Secrétaires de production;Production Department;Maigret S03E01
Nicolas BRIDEL;TRUE;Médecin du Majestic;Cast;Maigret S03E01
Olivier PAUL;TRUE;3ème Assistant de réalisation;Second Unit Directors or Assistant Directors;Maigret S03E01
Pablo VERON;TRUE;Euzebio;Cast;Maigret S03E01
Patten NIGEL;TRUE;L'interprète;Cast;Maigret S03E01
Philippe MAYMAT;TRUE;Le voyou;Cast;Maigret S03E01
Philippe SIMONET;TRUE;Mixeur;Sound Department;Maigret S03E01
Pierre BANDERET;TRUE;Patron Brasserie de l'horloge;Cast;Maigret S03E01
Pierre JULIEN;TRUE;Monsieur Jean;Cast;Maigret S03E01
Ramon DOUTAZ;TRUE;Electriciens;Camera and Electrical Department;Maigret S03E01
Ramon FERNANDEZ;TRUE;Machinistes;Camera and Electrical Department;Maigret S03E01
Robert NADOR;TRUE;Producteurs;Producers;Maigret S03E01
Robert NADOR;TRUE;Producteurs délégués;Producers;Maigret S03E01
Roger BURCKHARDT;TRUE;Jolivet;Cast;Maigret S03E01
RTBF;FALSE;©;Production Companies;Maigret S03E01
RTBF;FALSE;une co-production;Production Companies;Maigret S03E01
Santiago AMIGORENA;TRUE;Adaptation et Dialogues;Dubbing;Maigret S03E01
Serge ETTER;TRUE;Décors;Art Department;Maigret S03E01
Sipa Press;FALSE;Photographe de plateau;Miscellaneous Companies;Maigret S03E01
Stéphane BRASEY;TRUE;2ème Assistant de réalisation;Second Unit Directors or Assistant Directors;Maigret S03E01
Steve HAWES;TRUE;et;Producers;Maigret S03E01
Steve HAWES;TRUE;Producteurs;Producers;Maigret S03E01
Studio MAUNOIR;FALSE;Auditorium musique;Miscellaneous Companies;Maigret S03E01
Sylvie GOY;TRUE;Accessoiriste recherche;Property Department;Maigret S03E01
Télévision Belge;FALSE;en co-production avec;Production Companies;Maigret S03E01
TELEVISION SUISSE ROMANDE;FALSE;une co-production;Production Companies;Maigret S03E01
Télévision Suisse Romande;FALSE;©;Production Companies;Maigret S03E01
Terence FORD;TRUE;Michael Clark;Cast;Maigret S03E01
Terence FORD;TRUE;;Cast;Maigret S03E01
Thierry MAUVOISIN;TRUE;Régisseurs Paris;Location Managers;Maigret S03E01
V.d.m;FALSE;Post production numérique;Miscellaneous Companies;Maigret S03E01
Valérie EVANS ZAHND;TRUE;Accessoiriste Plateau;Property Department;Maigret S03E01
Valérie MEISSONNIER;TRUE;Administration;Additional Crew;Maigret S03E01
Veronike RYKE;TRUE;;Cast;Maigret S03E01
Véronike RYKE;TRUE;Ellen Darroman;Cast;Maigret S03E01
Alastair Fothergill;TRUE;Series Producer;Producers;Planet Earth S01E10
Amanda Hutchinson;TRUE;Production Co-ordinators;Production Department;Planet Earth S01E10
Anatoly Petrov;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Andrew Chastney;TRUE;Editor;Editors;Planet Earth S01E10
Andrew Shillabeer;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Andrew Wilson;TRUE;Dubbing Mixer;Dubbing_Sound;Planet Earth S01E10
Barrie Britton;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
BBC;FALSE;A Co-Production;Production Companies;Planet Earth S01E10
BBC Bristol;FALSE;;Production Companies;Planet Earth S01E10
BBC Concert Orchestra;FALSE;Music Performed by;Miscellaneous Companies;Planet Earth S01E10
Bialowieza National Park;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Brian Stone;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Burrell Durrant Hifle;TRUE;Graphic Design;Art Department;Planet Earth S01E10
CFPF-Madagascar;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Chas Francis;TRUE;Online Editor;Editorial Department;Planet Earth S01E10
Conrad Maufe;TRUE;Researchers;Additional Crew;Planet Earth S01E10
Conservatoire Vivant d'Analabe;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Craig Benkman;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Dan Eatherley;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Dan Hartman;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Dany Cleyet-Marrel;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
David McKay;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Deutschen Primatenzentrums (DPZ);FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
DigitalGlobe;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Discovery Channel;FALSE;A Co-Production;Production Companies;Planet Earth S01E10
Emilio White;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10
Emma Peace;TRUE;Researchers;Additional Crew;Planet Earth S01E10
Eurimage;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Fernando Vidal;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
George Fenton;TRUE;Music Composed by;Composers;Planet Earth S01E10
Helena Bylund;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Jari Peltomaki;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Jeff Hogan;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Jeff Wilson;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10
Jill Garrett;TRUE;Editor;Editors;Planet Earth S01E10
Jim Spickler;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
John Pike;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10
John Waters;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Justin Maguire;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Keith Clay;TRUE;Chief Wildlife Warden, Madhya Pradesh;Thanks;Planet Earth S01E10
Ken Robertson;TRUE;Chief Wildlife Warden, Madhya Pradesh;Thanks;Planet Earth S01E10
Kirindy Forest Reserve;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Luke Rainey;TRUE;Colourist;Color Department;Planet Earth S01E10
Mandy Knight;TRUE;Production Manager;Production Managers;Planet Earth S01E10
Mark Linfield;TRUE;Producer;Producers;Planet Earth S01E10
Martyn Colbeck;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Matt Norman;TRUE;Cameraman;Camera and Electrical Department;Planet Earth S01E10
MICET-Madagascar;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Michael Kelem;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Michael Male;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
NHK;FALSE;A Co-Production;Production Companies;Planet Earth S01E10
Nigel Dunstone;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Office National des Forets;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Penny Allen;TRUE;Assistant Producer;Producers;Planet Earth S01E10
Peter Kappeler;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Peter Rosen;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
QuickBird;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Redwood National & State Parks;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10
Richard Burton;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Rob McCall;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Rod Clarke;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Roland Hilgartner;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10
Saharah Moon Chapotin;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Samantha Davis;TRUE;Production Team Assistant;Production Department;Planet Earth S01E10
Steve Downer;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Steve Sillett;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Sue Storey;TRUE;Production Co-ordinators;Production Department;Planet Earth S01E10
Susan Aartse-Tuyn;TRUE;Production Co-ordinators;Production Department;Planet Earth S01E10
Tim Fogg;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Tim Owens;TRUE;Sound Editor;Sound Department;Planet Earth S01E10
Tim Shepherd;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Tom Clarke;TRUE;Researchers;Additional Crew;Planet Earth S01E10
Warwick Sloss;TRUE;Photography;Camera and Electrical Department;Planet Earth S01E10
Zygmunt Gizejewski;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10
Alf Tramontin;TRUE;Steadicam;Camera and Electrical Department;Prime Suspect S01E01
Andrew Abrahams;TRUE;Tilly;Cast;Prime Suspect S01E01
Andrew Tiernan;TRUE;DC Rosper;Cast;Prime Suspect S01E01
Angela Bruce;TRUE;Helen Masters;Cast;Prime Suspect S01E01
Bob Gregory;TRUE;Grip;Camera and Electrical Department;Prime Suspect S01E01
Brian Saunders;TRUE;Dubbing Mixers;Dubbing_Sound;Prime Suspect S01E01
Bryan Pringle;TRUE;Felix Norman;Cast;Prime Suspect S01E01
Chris Stephenson;TRUE;Design Assistant;Art Department;Prime Suspect S01E01
Christopher Menaul;TRUE;Directed by;Directors;Prime Suspect S01E01
Craig Fairbrass;TRUE;DI Frank Burkin;Cast;Prime Suspect S01E01
Craig McNeil;TRUE;Production Executive;Producers;Prime Suspect S01E01
Daphne Neville;TRUE;Mrs Howard;Cast;Prime Suspect S01E01
David Bell;TRUE;Focus;Camera and Electrical Department;Prime Suspect S01E01
David Meddick;TRUE;Production Manager;Production Managers;Prime Suspect S01E01
David Weir;TRUE;First Assistant;Second Unit Directors or Assistant Directors;Prime Suspect S01E01
Don Leaver;TRUE;Producer;Producers;Prime Suspect S01E01
Doreen Jones;TRUE;Casting Director;Casting Directors;Prime Suspect S01E01
Doug Fisher;TRUE;Edward Harvey;Cast;Prime Suspect S01E01
Edward Mansell;TRUE;Film Editor;Editors;Prime Suspect S01E01
Gareth Tudor Price;TRUE;Willy Chang;Cast;Prime Suspect S01E01
Gary Whelan;TRUE;DS Terry Amson;Cast;Prime Suspect S01E01
Graham Hazard;TRUE;Focus;Camera and Electrical Department;Prime Suspect S01E01
Helen Mirren;TRUE;DCI Jane Tennison;Cast;Prime Suspect S01E01
Hilda Miller;TRUE;Continuity;Script and Continuity Department;Prime Suspect S01E01
Hilda Miller;TRUE;PA;Production Department;Prime Suspect S01E01
Howard Somers;TRUE;Camera Operator;Camera and Electrical Department;Prime Suspect S01E01
Ian Fitzgibbon;TRUE;DC Jones;Cast;Prime Suspect S01E01
Ian Hashtings;TRUE;Reg McKinney;Cast;Prime Suspect S01E01
Ian Hills;TRUE;Boom Operator;Sound Department;Prime Suspect S01E01
itv STUDIOS Global Entertainment;FALSE;;Distributors;Prime Suspect S01E01
ITV Studios Limited;FALSE;;Production Companies;Prime Suspect S01E01
Jackie Ophir;TRUE;Assistant Film Editor;Editors;Prime Suspect S01E01
James Snell;TRUE;Arnold Upcher;Cast;Prime Suspect S01E01
Jane Hatch;TRUE;Make Up Supervisor;Makeup Department;Prime Suspect S01E01
Jenny Sheridan;TRUE;Script Associate;Script and Continuity Department;Prime Suspect S01E01
Jeremy Warder;TRUE;Joey;Cast;Prime Suspect S01E01
Jessica Turner;TRUE;Pam;Cast;Prime Suspect S01E01
Jim Camp;TRUE;Lighting Gaffer;Camera and Electrical Department;Prime Suspect S01E01
Jimmy Hibbert;TRUE;Reporter;Cast;Prime Suspect S01E01
John Benfield;TRUE;DCS Michael Kernan;Cast;Prime Suspect S01E01
John Bowe;TRUE;George Marlow;Cast;Prime Suspect S01E01
John Rutherford;TRUE;Dubbing Editors;Dubbing;Prime Suspect S01E01
Julian Firth;TRUE;Mr Shrapnel;Cast;Prime Suspect S01E01
Ken Morgan;TRUE;Director of Photography;Cinematographers;Prime Suspect S01E01
Lynda La Plante;TRUE;Written by;Writers;Prime Suspect S01E01
Lynne Marriott;TRUE;Location Manager;Location Managers;Prime Suspect S01E01
Malcolm Freeman;TRUE;Biker;Cast;Prime Suspect S01E01
Marcus Romer;TRUE;DI Caldicott;Cast;Prime Suspect S01E01
Mark Spalding;TRUE;DC Oakhill;Cast;Prime Suspect S01E01
Maxine Audley;TRUE;Mrs Marlow;Cast;Prime Suspect S01E01
Michael Fleming;TRUE;Major Howard;Cast;Prime Suspect S01E01
Mossie Smith;TRUE;WPC Maureen Havers;Cast;Prime Suspect S01E01
Moyra Ruskin;TRUE;Annette Frisby;Cast;Prime Suspect S01E01
Paul Griffiths-Davies;TRUE;Dubbing Editors;Dubbing;Prime Suspect S01E01
Peter Terry;TRUE;Graphic Designer;Art Department;Prime Suspect S01E01
Phil Hearne;TRUE;Painter;Cast;Prime Suspect S01E01
Philip Wright;TRUE;DC Lillie;Cast;Prime Suspect S01E01
Ralph Fiennes;TRUE;Michael;Cast;Prime Suspect S01E01
Ray French;TRUE;Sound Mixer;Sound Department;Prime Suspect S01E01
Renny Krupinkski;TRUE;Clerk of Court;Cast;Prime Suspect S01E01
Richard Hawley;TRUE;DC Haskons;Cast;Prime Suspect S01E01
Rod Arthur;TRUE;Sgt Tomlins;Cast;Prime Suspect S01E01
Rosy Clayton;TRUE;Carol;Cast;Prime Suspect S01E01
Roy Stonehouse;TRUE;Production Designer;Production Designers;Prime Suspect S01E01
Sally Head;TRUE;Executive Producer;Producers;Prime Suspect S01E01
Sarah Thurston;TRUE;Mother;Cast;Prime Suspect S01E01
Seamus O'Neil;TRUE;DC Caplan;Cast;Prime Suspect S01E01
Sheelagh Killeen;TRUE;Costume Designer;Costume Designers;Prime Suspect S01E01
Stephen Warbeck;TRUE;Music;Composers;Prime Suspect S01E01
Sue Whitley;TRUE;Co-ordinator;Production Department;Prime Suspect S01E01
Susan Brown;TRUE;Linda;Cast;Prime Suspect S01E01
Tania Normand;TRUE;Second Assistant;Second Unit Directors or Assistant Directors;Prime Suspect S01E01
Anthony Black;TRUE;Wardrobe Supervisor;Costume and Wardrobe Department;Prime Suspect S01E01
Tom Bell;TRUE;DS Bill Otley;Cast;Prime Suspect S01E01
Tom Bowles;TRUE;Dc Avison;Cast;Prime Suspect S01E01
Tom Wilkinson;TRUE;Peter;Cast;Prime Suspect S01E01
Tony Mills;TRUE;Chargehand ASM;Additional Crew;Prime Suspect S01E01
Tracey Dilly;TRUE;Make Up Assistant;Makeup Department;Prime Suspect S01E01
Trevor Devoy;TRUE;Production Buyer;Art Department;Prime Suspect S01E01
Zoë Wanamaker;TRUE;Moyra Henson;Cast;Prime Suspect S01E01
Alfred Hitchcock;TRUE;Alfred Hitchcock's;Directors;Psycho
Alfred Hitchcock;TRUE;Directed by;Directors;Psycho
Anthony Perkins;TRUE;Starring;Cast;Psycho
Bernard Herrmann;TRUE;Music by;Composers;Psycho
Clarence Champagne;TRUE;Special Effects;Special Effects;Psycho
Helen Colvig;TRUE;Costume Supervisor;Costume and Wardrobe Department;Psycho
Florence Bush;TRUE;Hairstylist;Makeup Department;Psycho
Frank Albertson;TRUE;With;Cast;Psycho
George Milo;TRUE;Set Decorator;Set Decorators;Psycho
George Tomasini;TRUE;Edited by;Editors;Psycho
Hilton A. Green;TRUE;Assistant Director;Second Unit Directors or Assistant Directors;Psycho
Jack Barron;TRUE;Make-Up Supervision;Makeup Department;Psycho
Janet Leigh;TRUE;as Marion Crane;Cast;Psycho
John Anderson;TRUE;With;Cast;Psycho
John Gavin;TRUE;;Cast;Psycho
John L. Russell;TRUE;Director of Photography;Cinematographers;Psycho
John McIntire;TRUE;Co Starring;Cast;Psycho
Joseph Hurley;TRUE;Art Direction;Art Directors;Psycho
Joseph Stefano;TRUE;Screenplay by;Writers;Psycho
Lew Leary;TRUE;Unit Manager;Production Managers;Psycho
Lurene Tuttle;TRUE;With;Cast;Psycho
Martin Balsam;TRUE;Co Starring;Cast;Psycho
Mort Mills;TRUE;With;Cast;Psycho
Paramount;FALSE;A Release;Distributors;Psycho
Pat Hitchcock;TRUE;With;Cast;Psycho
Robert Bloch;TRUE;Based on the Novel by;Writers;Psycho
Robert Clatworthy;TRUE;Art Direction;Art Directors;Psycho
Robert Dawn;TRUE;Make-Up Supervision;Makeup Department;Psycho
Saul Bass;TRUE;Pictorial Consultant;Additional Crew;Psycho
Saul Bass;TRUE;Titles Designed by;Visual Effects;Psycho
Shamley Productions, Inc.;FALSE;Copyright;Production Companies;Psycho
Simon Oakland;TRUE;With;Cast;Psycho
Vaughn Taylor;TRUE;With;Cast;Psycho
Vera Miles;TRUE;;Cast;Psycho
Waldon O. Watson;TRUE;Sound Recording by;Sound Department;Psycho
Westrex Recording System;FALSE;;Miscellaneous Companies;Psycho
William Russell;TRUE;Sound Recording by;Sound Department;Psycho
2 RUN S.a.s. di F. Crocini & C.;FALSE;Mezzi di Scena;Miscellaneous Companies;Romanzo criminale S01E01
2001 Rainbow S.r.l.;FALSE;Materiale a Consumo Elettricisti e Noleggio Furgoni;Miscellaneous Companies;Romanzo criminale S01E01
Adriano Saleri;TRUE;Neofascista 2;Cast;Romanzo criminale S01E01
Alberto Blasi;TRUE;Capo Truccatore;Makeup Department;Romanzo criminale S01E01
Alberto Bognanni;TRUE;Enrico Bordini;Cast;Romanzo criminale S01E01
Alberto Buccolini;TRUE;Gianni Bordini;Cast;Romanzo criminale S01E01
Alberto Duelli;TRUE;Aiuto Scenografo;Art Department;Romanzo criminale S01E01
Alberto Gasbarri;TRUE;Enrico Gemito;Cast;Romanzo criminale S01E01
Alberto Goldoni;TRUE;Luigi Montesi;Cast;Romanzo criminale S01E01
Alberto Patelli;TRUE;Barista Roberta;Cast;Romanzo criminale S01E01
Alberto Sammarco;TRUE;Direttore Di Produzione;Production Managers;Romanzo criminale S01E01
Alcide Pasquini;TRUE;Prete;Cast;Romanzo criminale S01E01
Aldo Abbate;TRUE;Barone Rosellini;Cast;Romanzo criminale S01E01
Aldo Rizzieri;TRUE;Aiuto Attrezzisti;Camera and Electrical Department;Romanzo criminale S01E01
ALESSANDRA MASTRONARDI;TRUE;;Cast;Romanzo criminale S01E01
Alessandra Roca;TRUE;Amante Padre Freddo;Cast;Romanzo criminale S01E01
Alessandro Bardani;TRUE;Detenuto Ventenne;Cast;Romanzo criminale S01E01
Alessandro Bianchi;TRUE;Fonico II Unita;Sound Department;Romanzo criminale S01E01
Alessandro Borgese;TRUE;Coordinatore Stunt;Stunts;Romanzo criminale S01E01
Alessandro Cecchetti;TRUE;Sviluppo Negativo;Editorial Department;Romanzo criminale S01E01
Alessandro Maniccia;TRUE;Telecinema Giornalieri;Editorial Department;Romanzo criminale S01E01
Alessandro Marverti;TRUE;Gigio;Cast;Romanzo criminale S01E01
Alessandro Molaioli;TRUE;Microfonista;Sound Department;Romanzo criminale S01E01
ALESSANDRO PRETE;TRUE;;Cast;Romanzo criminale S01E01
Alessandro Randone;TRUE;Aiuto Attrezzisti;Camera and Electrical Department;Romanzo criminale S01E01
ALESSANDRO ROJA;TRUE;;Cast;Romanzo criminale S01E01
Alessandro Spadea;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Alessia Alessi;TRUE;Assistente al Doppiaggio;Dubbing;Romanzo criminale S01E01
Alessio Bomba;TRUE;Pittori;Art Department;Romanzo criminale S01E01
Alessio Manuali;TRUE;Treccia;Cast;Romanzo criminale S01E01
Alfonso Liguori;TRUE;Commissario Capo;Cast;Romanzo criminale S01E01
Alice Marchitelli;TRUE;Coordinatrice di Produzione Set;Production Department;Romanzo criminale S01E01
Amarcord Studio (NA);FALSE;Registrazioni e missaggi;Miscellaneous Companies;Romanzo criminale S01E01
Amedeo Califano;TRUE;Digital Artist;Visual Effects;Romanzo criminale S01E01
AMG - Arco Multimedia Group;FALSE;Macchine da Presa;Miscellaneous Companies;Romanzo criminale S01E01
AMG - Arco Multimedia Group;FALSE;Mezzi Tecnici Macchinisti e Elettricisti - Trasporti;Miscellaneous Companies;Romanzo criminale S01E01
Andrea Audino;TRUE;Assistente Arredatore;Art Department;Romanzo criminale S01E01
Andrea Bartolazzi;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Andrea Esposito;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Andrea Fiorentini;FALSE;Materiale Audio Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
Andrea Grossi;TRUE;Video Assistant;Camera and Electrical Department;Romanzo criminale S01E01
Andrea Lolli;TRUE;Persichetti;Cast;Romanzo criminale S01E01
Andrea Rebuzzi;TRUE;Assistente alla Regia;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
ANDREA SARTORETTI;TRUE;;Cast;Romanzo criminale S01E01
Andrea Tarantino;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Angelica Di Majo;TRUE;Voce Ragazza Radio;Cast;Romanzo criminale S01E01
Angelo Parisi;TRUE;Attrezzista II Unita;Art Department;Romanzo criminale S01E01
Anna Bellato;TRUE;Serena;Cast;Romanzo criminale S01E01
Anna Collabolletta;TRUE;Per EMI Music Publishing Italia Srl.;Music Department;Romanzo criminale S01E01
Anna Lisa Serafini;TRUE;Assistente Coordinatrice di Produzione;Production Department;Romanzo criminale S01E01
Anna Maria Sambucco;TRUE;e;Casting Directors;Romanzo criminale S01E01
Annamode 68 - Roma;FALSE;Abbigliamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
ANTONELLA ATTILI;TRUE;;Cast;Romanzo criminale S01E01
Antonella Iovino;TRUE;Organizzatore Produzione Cattleya;Production Department;Romanzo criminale S01E01
Antonio Chiffi;TRUE;A.O.S.M.;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
Antonio Gerardi;TRUE;Sardo;Cast;Romanzo criminale S01E01
Antonio Letterio;TRUE;Permessi O.S.P.;Production Department;Romanzo criminale S01E01
